Step,Normal_Reward_Tau_0.1,Normal_Reward_Tau_1,Normal_Reward_Tau_5,Binomial_Reward_Tau_0.1,Binomial_Reward_Tau_1,Binomial_Reward_Tau_5,Bernoulli_Reward_Tau_0.1,Bernoulli_Reward_Tau_1,Bernoulli_Reward_Tau_5,Normal_Opt_Tau_0.1,Normal_Opt_Tau_1,Normal_Opt_Tau_5,Binomial_Opt_Tau_0.1,Binomial_Opt_Tau_1,Binomial_Opt_Tau_5,Bernoulli_Opt_Tau_0.1,Bernoulli_Opt_Tau_1,Bernoulli_Opt_Tau_5
149,5.537357635271119,8.039409644600887,6.798969233749203,5.884,7.816,6.512,0.896,0.592,0.496,0.09,0.24,0.194,0.112,0.276,0.196,0.322,0.15,0.112
150,5.540004345994411,8.049197735418273,6.992157272592367,5.804,7.926,6.432,0.866,0.59,0.516,0.09,0.236,0.19,0.112,0.266,0.182,0.316,0.124,0.118
151,5.643839729863179,8.086361829465204,6.964205768840985,5.784,7.884,6.69,0.872,0.616,0.486,0.09,0.24,0.188,0.112,0.276,0.202,0.32,0.186,0.124
152,5.450825376203672,7.988002481328699,6.996326478990128,5.78,7.864,6.674,0.89,0.616,0.522,0.09,0.24,0.206,0.112,0.28,0.214,0.318,0.18,0.102
153,5.53898963939425,8.010930313604263,7.074894466646862,5.794,7.906,6.48,0.884,0.562,0.572,0.09,0.224,0.196,0.112,0.278,0.19,0.324,0.126,0.116
154,5.590312398271159,8.113559501672405,7.209346949297194,5.79,7.844,6.364,0.888,0.59,0.488,0.09,0.238,0.192,0.112,0.278,0.208,0.322,0.138,0.112
155,5.546576364727948,8.109530763668827,6.932846722694231,5.746,7.908,6.352,0.892,0.592,0.514,0.09,0.24,0.194,0.112,0.28,0.16,0.322,0.158,0.1
156,5.512168979783165,8.007366902790684,6.936962089971414,5.848,7.826,6.614,0.882,0.632,0.542,0.09,0.24,0.168,0.112,0.286,0.198,0.324,0.186,0.112
157,5.595797509501705,8.020763345468463,7.056448138326134,5.844,7.938,6.496,0.888,0.622,0.53,0.09,0.238,0.214,0.112,0.288,0.194,0.322,0.17,0.1
158,5.60027639732394,8.043741150957327,7.201044800493257,5.82,7.852,6.476,0.866,0.578,0.532,0.09,0.238,0.21,0.112,0.282,0.2,0.324,0.16,0.104
159,5.49621796006383,8.019051776951205,7.193330097029355,5.772,7.826,6.614,0.882,0.604,0.512,0.09,0.238,0.184,0.112,0.282,0.206,0.322,0.152,0.106
160,5.502565613560103,8.045117641389368,7.066251507740076,5.944,7.888,6.554,0.9,0.638,0.516,0.09,0.244,0.188,0.112,0.28,0.18,0.324,0.152,0.108
161,5.532568514386463,8.070146706298171,7.022803732841762,5.826,7.862,6.552,0.876,0.57,0.486,0.09,0.238,0.21,0.112,0.282,0.158,0.324,0.154,0.104
162,5.5178781278970765,8.10815380032872,7.023083309307289,5.738,7.892,6.592,0.862,0.602,0.514,0.09,0.238,0.22,0.112,0.286,0.174,0.326,0.138,0.12
163,5.49577536590277,8.073453398256472,7.029788875407732,5.832,7.846,6.422,0.894,0.616,0.512,0.09,0.242,0.21,0.112,0.294,0.194,0.324,0.15,0.114
164,5.544528235892447,8.056535023464368,6.840681189637613,5.812,7.838,6.602,0.9,0.62,0.552,0.09,0.236,0.192,0.112,0.282,0.17,0.326,0.156,0.128
165,5.519303042793776,8.04998461289435,6.834189544875039,5.784,8.014,6.516,0.884,0.616,0.526,0.09,0.242,0.168,0.112,0.284,0.208,0.326,0.124,0.092
166,5.538843513543413,8.10298200227687,6.9432624309299085,5.86,8.05,6.614,0.868,0.622,0.508,0.09,0.244,0.202,0.112,0.28,0.188,0.326,0.144,0.124
167,5.5590432456866505,8.059072881558937,6.990684472135853,5.87,7.91,6.506,0.892,0.606,0.514,0.09,0.242,0.178,0.112,0.274,0.182,0.326,0.142,0.106
168,5.532278960886446,8.043223176376157,6.917050013038525,5.88,7.904,6.466,0.88,0.604,0.576,0.09,0.248,0.2,0.112,0.274,0.188,0.324,0.166,0.116
169,5.574568460750569,8.028357134187768,6.983286448627423,5.778,7.858,6.562,0.902,0.612,0.542,0.09,0.234,0.212,0.112,0.28,0.168,0.324,0.132,0.11
170,5.543828105239289,8.134548816304827,6.908133714210832,5.794,7.968,6.678,0.892,0.612,0.488,0.09,0.246,0.194,0.112,0.29,0.222,0.322,0.166,0.088
171,5.525747489940087,8.14179297734989,7.218971755491765,5.812,7.89,6.466,0.908,0.586,0.544,0.09,0.248,0.23,0.112,0.288,0.174,0.32,0.138,0.096
172,5.521586672961928,8.081518235543484,7.007828022571586,5.898,7.904,6.382,0.854,0.618,0.508,0.09,0.244,0.202,0.112,0.286,0.202,0.326,0.162,0.092
173,5.586843113110975,8.051235965898352,6.9143970920632,5.77,7.894,6.59,0.892,0.588,0.492,0.09,0.25,0.198,0.112,0.282,0.17,0.322,0.158,0.106
174,5.5448114967659965,8.152159260665274,7.004225788976635,5.824,7.868,6.402,0.898,0.588,0.524,0.09,0.254,0.204,0.112,0.276,0.19,0.324,0.15,0.086
175,5.478117662197379,8.034624878702163,6.804159051802452,5.762,7.84,6.354,0.91,0.628,0.52,0.09,0.242,0.164,0.112,0.274,0.166,0.326,0.166,0.134
176,5.495871998013041,8.07905777789221,6.978398776342595,5.87,7.93,6.418,0.888,0.584,0.482,0.09,0.244,0.198,0.112,0.276,0.184,0.328,0.116,0.102
177,5.610657585250308,8.084151020611271,7.026116809078243,5.892,7.892,6.346,0.89,0.6,0.504,0.09,0.244,0.202,0.112,0.282,0.188,0.328,0.162,0.122
178,5.4847115344725985,8.102927148386886,6.97415060911029,5.708,7.94,6.43,0.896,0.596,0.526,0.09,0.242,0.188,0.112,0.286,0.156,0.324,0.146,0.106
179,5.531398741207629,7.991784316970001,7.023823811407257,5.77,8.004,6.614,0.892,0.614,0.508,0.09,0.244,0.194,0.112,0.29,0.196,0.332,0.174,0.108
180,5.536563885799608,8.05812903998764,7.077453783070776,5.886,7.878,6.496,0.908,0.642,0.502,0.09,0.246,0.208,0.112,0.286,0.222,0.324,0.16,0.09
181,5.565629285644518,8.05953125898596,6.840418190398616,5.872,7.79,6.538,0.896,0.628,0.51,0.09,0.242,0.182,0.112,0.286,0.18,0.328,0.172,0.092
182,5.60165912873071,8.026980175236181,7.016432118132112,5.77,7.87,6.61,0.904,0.638,0.58,0.09,0.238,0.18,0.112,0.286,0.18,0.33,0.156,0.12
183,5.549449900423348,8.047556362472768,6.931967387244714,5.758,8.054,6.37,0.888,0.582,0.544,0.09,0.236,0.194,0.112,0.292,0.16,0.322,0.136,0.096
184,5.555544375262811,8.101495735754392,7.2920573783534,5.764,7.928,6.57,0.908,0.582,0.546,0.09,0.248,0.208,0.112,0.286,0.19,0.322,0.138,0.112
185,5.589690883245992,8.077745970539532,7.177646619702921,5.844,7.87,6.46,0.878,0.646,0.524,0.09,0.248,0.216,0.112,0.292,0.176,0.328,0.148,0.11
186,5.532642372974066,8.154899833562293,7.001618026441338,5.86,7.972,6.436,0.882,0.64,0.492,0.09,0.246,0.202,0.112,0.284,0.156,0.326,0.168,0.07
187,5.573108112376553,8.150936436449111,7.0175772128104015,5.812,7.924,6.522,0.888,0.624,0.54,0.09,0.25,0.194,0.112,0.294,0.176,0.328,0.144,0.08
188,5.581658381194862,8.101105181162977,7.025696196478419,5.846,7.886,6.61,0.872,0.608,0.494,0.09,0.242,0.196,0.112,0.282,0.196,0.328,0.146,0.104
189,5.590779769669849,8.16384592145033,7.010602476435996,5.766,7.902,6.604,0.894,0.562,0.53,0.09,0.25,0.196,0.112,0.28,0.184,0.33,0.116,0.116
190,5.575954162894158,8.110957483622231,6.947919885734566,5.808,7.992,6.622,0.882,0.59,0.522,0.09,0.252,0.19,0.112,0.282,0.224,0.328,0.168,0.106
191,5.530602658110093,8.091462856416,6.93475963021922,5.82,7.862,6.504,0.894,0.612,0.526,0.09,0.256,0.198,0.112,0.286,0.194,0.328,0.146,0.086
192,5.556338082461862,8.085890031146839,6.824349664212371,5.838,7.9,6.636,0.892,0.606,0.502,0.09,0.246,0.176,0.112,0.28,0.176,0.328,0.134,0.13
193,5.6358833217206445,8.105672646821478,6.778902611254153,5.826,7.906,6.61,0.9,0.588,0.514,0.09,0.256,0.17,0.112,0.29,0.186,0.328,0.152,0.11
194,5.505835853908456,8.180546901289844,7.0661933005991315,5.75,7.97,6.448,0.874,0.624,0.526,0.09,0.254,0.178,0.112,0.292,0.18,0.328,0.164,0.124
195,5.604130364725261,8.170478770801354,6.672909877207002,5.838,7.922,6.606,0.91,0.6,0.546,0.09,0.246,0.164,0.112,0.288,0.166,0.328,0.148,0.098
196,5.540630712196187,8.205831552637154,6.98629126533699,5.702,7.852,6.632,0.85,0.596,0.538,0.09,0.244,0.206,0.112,0.288,0.18,0.328,0.164,0.126
197,5.505387187853713,8.144638930468513,6.7594471161719545,5.796,7.94,6.598,0.908,0.574,0.518,0.09,0.244,0.166,0.112,0.286,0.174,0.332,0.156,0.09
198,5.5584565983530245,8.131039772821232,7.117413460910358,5.84,7.974,6.384,0.898,0.576,0.522,0.09,0.246,0.2,0.112,0.29,0.182,0.328,0.134,0.088
199,5.639217496051281,8.182092446871785,6.775687566833481,5.802,7.988,6.672,0.896,0.61,0.496,0.09,0.25,0.162,0.112,0.286,0.196,0.33,0.142,0.096
200,5.525162033228554,8.1398114772135,6.820273245165532,5.828,7.9,6.586,0.892,0.548,0.538,0.09,0.244,0.192,0.112,0.294,0.188,0.332,0.136,0.112
201,5.560094882568886,8.066790582215116,6.891021266972163,5.772,7.968,6.386,0.892,0.602,0.572,0.09,0.254,0.174,0.112,0.292,0.188,0.328,0.162,0.128
202,5.51156205929567,8.10485444865973,6.96462971544971,5.8,7.878,6.562,0.876,0.572,0.546,0.09,0.242,0.174,0.112,0.296,0.17,0.332,0.156,0.122
203,5.587806060344934,8.157097308997088,6.937284477750135,5.744,8.02,6.36,0.898,0.618,0.566,0.09,0.252,0.19,0.112,0.288,0.17,0.324,0.158,0.096
204,5.549786155240254,8.104487200717973,7.094274215922603,5.726,7.926,6.582,0.872,0.612,0.48,0.09,0.248,0.2,0.112,0.29,0.186,0.332,0.156,0.1
205,5.568846090042754,8.160083617249759,7.068424631574524,5.856,8.024,6.532,0.894,0.602,0.53,0.09,0.246,0.186,0.112,0.286,0.152,0.332,0.148,0.128
206,5.50945505250055,8.192936614909335,6.98643495465843,5.848,8.1,6.516,0.884,0.632,0.494,0.09,0.25,0.194,0.112,0.29,0.17,0.334,0.15,0.12
207,5.420650789236092,8.092447587015053,7.044778490980983,5.88,7.952,6.44,0.9,0.598,0.514,0.09,0.252,0.188,0.112,0.29,0.184,0.336,0.166,0.104
208,5.605654677252764,8.169875511857663,7.057843144056358,5.724,8.104,6.54,0.89,0.608,0.54,0.09,0.25,0.2,0.112,0.28,0.188,0.332,0.132,0.108
209,5.527525860414919,8.055656468202805,7.182016559004167,5.782,7.89,6.32,0.876,0.594,0.546,0.09,0.25,0.202,0.112,0.288,0.182,0.332,0.126,0.09
210,5.6264271310935525,8.081710499528306,7.103780166272947,5.684,7.918,6.414,0.894,0.574,0.53,0.09,0.25,0.208,0.112,0.292,0.176,0.336,0.158,0.098
211,5.519116629216317,8.222881690526343,7.05942894390829,5.76,7.998,6.344,0.886,0.642,0.546,0.09,0.246,0.204,0.112,0.288,0.168,0.336,0.168,0.108
212,5.523069917266589,8.129554360117577,6.886825001084521,5.892,7.932,6.126,0.896,0.584,0.534,0.09,0.252,0.16,0.112,0.284,0.192,0.33,0.152,0.09
213,5.618629191741485,8.118933925676922,6.93210710467051,5.896,7.922,6.32,0.882,0.592,0.484,0.09,0.258,0.186,0.112,0.294,0.194,0.336,0.136,0.084
214,5.594319338122511,8.148017869351609,7.156625871557752,5.688,7.904,6.36,0.902,0.652,0.542,0.09,0.256,0.224,0.112,0.294,0.17,0.334,0.148,0.126
215,5.515685537014415,8.117583557586487,7.130462627101901,5.658,7.97,6.546,0.886,0.616,0.494,0.09,0.252,0.194,0.112,0.29,0.192,0.336,0.178,0.09
216,5.589258417848857,8.16121302585824,6.909962442247869,5.772,8.102,6.408,0.904,0.598,0.524,0.09,0.252,0.186,0.112,0.288,0.186,0.34,0.15,0.118
217,5.498420395880617,8.183450273301885,6.858907925949466,5.702,7.906,6.53,0.896,0.624,0.542,0.09,0.248,0.194,0.112,0.292,0.184,0.336,0.138,0.092
218,5.6329975561160675,8.103105716557558,7.06086210400675,5.812,7.956,6.52,0.896,0.612,0.558,0.09,0.252,0.186,0.112,0.288,0.176,0.34,0.196,0.092
219,5.564489103331583,8.220727258135032,7.083687585579945,5.84,8.032,6.402,0.902,0.604,0.538,0.09,0.262,0.188,0.112,0.294,0.18,0.33,0.15,0.1
220,5.580711811393153,8.113595371739343,7.0069531520969575,5.79,8.016,6.48,0.916,0.626,0.538,0.09,0.248,0.204,0.112,0.3,0.202,0.334,0.17,0.112
221,5.586562222553787,8.149901610031518,7.0603358592621746,5.762,8.032,6.72,0.878,0.626,0.552,0.09,0.252,0.17,0.112,0.294,0.188,0.334,0.13,0.122
222,5.571617430388194,8.115581686922209,6.817451314983224,5.78,7.92,6.532,0.904,0.612,0.518,0.09,0.254,0.198,0.112,0.302,0.168,0.334,0.15,0.11
223,5.5509241347728935,8.15421345669892,7.019268641777336,5.924,7.93,6.56,0.902,0.608,0.532,0.09,0.258,0.186,0.112,0.296,0.168,0.338,0.15,0.138
224,5.56770534488336,8.131894203009823,7.024106637223926,5.772,7.922,6.546,0.874,0.608,0.488,0.09,0.248,0.18,0.112,0.296,0.19,0.336,0.146,0.116
225,5.526678359784178,8.168025806566273,6.820575433522486,5.814,8.092,6.392,0.89,0.63,0.548,0.09,0.258,0.166,0.112,0.302,0.18,0.338,0.16,0.124
226,5.53030021113927,8.161172745065523,6.81771510526914,5.816,8.074,6.252,0.894,0.608,0.534,0.09,0.266,0.172,0.112,0.302,0.186,0.33,0.154,0.09
227,5.558459913888314,8.11264243588556,6.974235857694682,5.828,8.058,6.364,0.892,0.594,0.544,0.09,0.266,0.208,0.112,0.304,0.174,0.332,0.128,0.1
228,5.543741090005598,8.10128765984599,6.996282312304411,5.728,8.092,6.374,0.88,0.616,0.542,0.09,0.268,0.186,0.112,0.294,0.19,0.334,0.134,0.118
229,5.510775845881435,8.168053086452867,6.940820070689527,5.746,7.94,6.46,0.904,0.606,0.54,0.09,0.254,0.202,0.112,0.302,0.208,0.336,0.19,0.102
230,5.566446961458093,8.196407342715165,7.008733584009446,5.884,7.972,6.594,0.892,0.608,0.524,0.09,0.254,0.184,0.112,0.306,0.176,0.338,0.142,0.116
231,5.449371740075708,8.123341874840865,7.114070733381523,5.744,8.03,6.48,0.876,0.584,0.524,0.09,0.262,0.194,0.112,0.31,0.166,0.336,0.126,0.12
232,5.600774492598662,8.134600341269781,6.93720030151796,5.76,7.954,6.768,0.89,0.644,0.51,0.09,0.256,0.186,0.112,0.306,0.206,0.338,0.186,0.118
233,5.599618775568635,8.274843445659336,6.886441680902431,5.828,8.014,6.504,0.89,0.618,0.512,0.09,0.262,0.15,0.112,0.302,0.186,0.336,0.138,0.12
234,5.628834088132016,8.198266243933228,6.787634417749792,5.754,8.092,6.566,0.876,0.624,0.538,0.09,0.248,0.194,0.112,0.308,0.196,0.336,0.154,0.132
235,5.507147270773926,8.145803093551228,6.999753427506957,5.858,7.852,6.59,0.894,0.62,0.516,0.09,0.266,0.196,0.112,0.292,0.216,0.34,0.162,0.102
236,5.642316549064192,8.145624196435698,6.871891828629234,5.848,7.98,6.456,0.91,0.61,0.508,0.09,0.26,0.212,0.112,0.31,0.192,0.336,0.17,0.106
237,5.593316498069615,8.039588892273546,6.8642253368964585,5.858,7.926,6.564,0.884,0.576,0.518,0.09,0.258,0.174,0.112,0.31,0.206,0.342,0.15,0.104
238,5.498087957821804,8.215336350434335,6.740085774340124,5.808,7.958,6.472,0.88,0.65,0.512,0.09,0.26,0.178,0.112,0.312,0.182,0.34,0.148,0.102
239,5.494970932600168,8.19277942502483,6.933628836154983,5.826,8.022,6.38,0.896,0.618,0.496,0.09,0.264,0.202,0.112,0.308,0.198,0.332,0.166,0.098
240,5.61278311645813,8.215198341698958,7.325799991330165,5.84,7.91,6.374,0.922,0.612,0.538,0.09,0.256,0.206,0.112,0.304,0.188,0.338,0.138,0.088
241,5.537482532125551,8.22551415227942,6.856199130948661,5.816,8.076,6.616,0.906,0.592,0.536,0.09,0.252,0.192,0.112,0.308,0.174,0.338,0.144,0.118
242,5.538511698094433,8.23913790238029,7.027155156567551,5.658,8.018,6.428,0.904,0.638,0.534,0.09,0.252,0.198,0.112,0.296,0.184,0.34,0.17,0.092
243,5.535166539228763,8.141808128971586,7.148187433192378,5.766,8.05,6.242,0.9,0.588,0.532,0.09,0.254,0.238,0.112,0.302,0.17,0.336,0.172,0.118
244,5.540686753218556,8.146275558510803,6.895743942510232,5.746,8.076,6.402,0.904,0.586,0.512,0.09,0.262,0.17,0.112,0.306,0.18,0.336,0.152,0.124
245,5.4868451004034675,8.1571422106387,7.078463156770713,5.68,8.032,6.51,0.898,0.604,0.55,0.09,0.26,0.222,0.112,0.31,0.194,0.34,0.144,0.102
246,5.504668671334592,8.099389574289043,7.020998290828849,5.828,8.006,6.4,0.94,0.608,0.512,0.09,0.258,0.208,0.112,0.316,0.142,0.34,0.134,0.11
247,5.555847724843889,8.143431405036923,6.71607667777774,5.87,8.032,6.28,0.884,0.652,0.58,0.09,0.26,0.196,0.112,0.312,0.152,0.336,0.18,0.134
248,5.49864933512781,8.155472307156295,6.983556058868299,5.922,8.07,6.452,0.868,0.644,0.542,0.09,0.262,0.154,0.112,0.316,0.198,0.34,0.156,0.114
249,5.53913161693691,8.165632788330507,7.126653508499767,5.824,8.09,6.444,0.89,0.594,0.546,0.09,0.268,0.232,0.112,0.318,0.18,0.338,0.176,0.098
250,5.562753967472339,8.275356768922528,7.066256350682048,5.774,8.018,6.48,0.896,0.62,0.54,0.09,0.26,0.18,0.112,0.318,0.168,0.334,0.148,0.124
251,5.613142513425192,8.152298894435178,7.063615416973348,5.894,8.048,6.492,0.904,0.614,0.522,0.09,0.262,0.202,0.112,0.308,0.212,0.34,0.186,0.108
252,5.654515685767503,8.211806783226642,6.91055968686702,5.84,8.054,6.448,0.9,0.62,0.494,0.09,0.27,0.19,0.112,0.304,0.178,0.34,0.15,0.112
253,5.61744022135139,8.14834120369756,6.82044349658728,5.934,8.098,6.646,0.9,0.608,0.538,0.09,0.268,0.168,0.112,0.312,0.204,0.334,0.164,0.108
254,5.537133806238043,8.236229668411843,6.9805574795787715,5.676,8.11,6.45,0.882,0.606,0.492,0.09,0.26,0.216,0.112,0.318,0.226,0.338,0.174,0.106
255,5.652846169955916,8.148884372210807,7.030288400337418,5.77,8.008,6.428,0.894,0.596,0.478,0.09,0.262,0.2,0.112,0.304,0.192,0.332,0.168,0.09
256,5.566944249965036,8.211256406794394,7.174751530038891,5.77,7.946,6.594,0.904,0.602,0.546,0.09,0.264,0.218,0.112,0.316,0.174,0.338,0.15,0.124
257,5.553188390375925,8.210405186956205,6.854538003357911,5.824,7.888,6.436,0.89,0.578,0.544,0.09,0.26,0.192,0.112,0.314,0.184,0.33,0.188,0.096
258,5.568661227746598,8.24685540954422,6.73236470534294,5.83,7.95,6.2,0.892,0.576,0.538,0.09,0.274,0.16,0.112,0.3,0.178,0.336,0.184,0.082
259,5.5794622755309256,8.232808766264567,7.147719473387787,5.734,8.042,6.418,0.89,0.616,0.518,0.09,0.268,0.212,0.112,0.314,0.16,0.334,0.168,0.12
260,5.488976559531095,8.25327159243959,6.895490020980873,5.722,8.052,6.504,0.904,0.6,0.548,0.09,0.256,0.194,0.112,0.308,0.204,0.342,0.132,0.132
261,5.536144866596401,8.20996406288531,6.963102184404343,5.852,8.042,6.404,0.9,0.576,0.48,0.09,0.27,0.218,0.112,0.312,0.168,0.338,0.16,0.088
262,5.496078527499839,8.139615122402752,6.786890486265544,5.878,8.134,6.358,0.894,0.594,0.534,0.09,0.272,0.156,0.112,0.304,0.194,0.338,0.166,0.08
263,5.49282798223155,8.2167386398165,7.032669727903852,5.74,8.022,6.544,0.916,0.618,0.51,0.09,0.268,0.196,0.112,0.314,0.17,0.332,0.142,0.104
264,5.572374342932832,8.21183691770253,6.975066327967152,5.876,8.16,6.614,0.904,0.584,0.498,0.09,0.26,0.196,0.112,0.316,0.188,0.342,0.17,0.112
265,5.496377275447636,8.174953906132835,6.786672134028109,5.782,7.95,6.476,0.902,0.6,0.476,0.09,0.266,0.166,0.112,0.322,0.194,0.346,0.19,0.102
266,5.544310236390275,8.20162160358348,7.14459928689305,5.77,7.966,6.62,0.894,0.59,0.51,0.09,0.268,0.192,0.112,0.316,0.196,0.336,0.152,0.102
267,5.540986935801544,8.240688597086745,7.080573615161522,5.814,8.098,6.508,0.888,0.62,0.542,0.09,0.26,0.194,0.112,0.318,0.152,0.342,0.166,0.112
268,5.5743453918673485,8.179496736128616,7.034595016247962,5.802,8.114,6.416,0.9,0.606,0.56,0.09,0.258,0.18,0.112,0.318,0.172,0.338,0.148,0.104
269,5.553277920677573,8.190153621753248,6.901406984681899,5.788,7.95,6.61,0.93,0.598,0.536,0.09,0.266,0.2,0.112,0.318,0.17,0.342,0.174,0.102
270,5.545489295087063,8.19784356241831,7.04382033081471,5.79,8.012,6.398,0.892,0.578,0.524,0.09,0.276,0.202,0.112,0.312,0.156,0.338,0.164,0.088
271,5.5697429230965865,8.272794863593576,6.771916351512463,5.83,8.094,6.396,0.9,0.6,0.534,0.09,0.264,0.156,0.112,0.32,0.182,0.338,0.148,0.116
272,5.547379203283237,8.18062860206022,7.1157515695452025,5.854,7.91,6.38,0.886,0.594,0.514,0.09,0.274,0.202,0.112,0.318,0.168,0.344,0.158,0.09
273,5.5650760986388805,8.239043222050634,6.90103750615095,5.944,8.074,6.566,0.904,0.578,0.574,0.09,0.264,0.206,0.112,0.318,0.188,0.344,0.146,0.124
274,5.600508325199855,8.152561513452607,6.915502436030713,5.972,8.108,6.458,0.91,0.594,0.518,0.09,0.264,0.188,0.112,0.312,0.192,0.342,0.158,0.1
275,5.562419703690327,8.21403872692886,7.140106378465279,5.726,8.072,6.604,0.904,0.568,0.534,0.09,0.27,0.194,0.112,0.324,0.228,0.34,0.122,0.11
276,5.594826328567698,8.200886446810724,6.972348648350379,5.832,8.076,6.604,0.902,0.646,0.558,0.09,0.27,0.186,0.112,0.322,0.184,0.338,0.182,0.112
277,5.540366152745333,8.235260351875631,7.032543529668201,5.89,8.11,6.408,0.92,0.598,0.546,0.09,0.268,0.204,0.112,0.314,0.188,0.336,0.156,0.126
278,5.554990232533767,8.208610902762821,6.700648682424769,5.966,8.03,6.634,0.9,0.598,0.54,0.09,0.278,0.184,0.112,0.32,0.184,0.338,0.14,0.098
279,5.528712827954332,8.240958998518236,6.800943066100873,5.854,8.132,6.462,0.926,0.612,0.524,0.09,0.272,0.182,0.112,0.326,0.188,0.342,0.16,0.114
280,5.504678663539996,8.210689029339699,6.987208003765264,5.828,8.036,6.502,0.884,0.618,0.56,0.09,0.268,0.194,0.112,0.32,0.172,0.342,0.152,0.124
281,5.508650896669266,8.17274405629662,7.07216462074749,5.876,8.122,6.576,0.902,0.586,0.544,0.09,0.262,0.224,0.112,0.316,0.198,0.34,0.154,0.11
282,5.597274348387889,8.1845081808261,6.9599624307432215,5.81,8.038,6.724,0.89,0.58,0.536,0.09,0.278,0.194,0.112,0.32,0.19,0.342,0.164,0.13
283,5.580367414063302,8.211506367414309,6.972228115595847,5.854,8.104,6.446,0.888,0.618,0.542,0.09,0.274,0.206,0.112,0.322,0.202,0.34,0.158,0.118
284,5.634686985235245,8.202676889549767,6.910752763084107,5.806,8.14,6.58,0.888,0.62,0.572,0.09,0.276,0.2,0.112,0.32,0.19,0.34,0.152,0.132
285,5.565024477100355,8.195325731042145,7.039663860595986,5.802,8.064,6.614,0.914,0.618,0.504,0.09,0.272,0.19,0.112,0.314,0.202,0.344,0.132,0.106
286,5.491066817348872,8.218868286680605,6.974995261933969,5.794,8.136,6.248,0.902,0.65,0.502,0.09,0.26,0.178,0.112,0.322,0.162,0.348,0.148,0.122
287,5.597927214239004,8.222699433317045,7.103809757589551,5.898,8.136,6.406,0.896,0.596,0.5,0.09,0.266,0.224,0.112,0.334,0.174,0.344,0.158,0.11
288,5.64049202874074,8.1942140256831,7.0126235879489265,5.78,8.032,6.44,0.906,0.592,0.504,0.09,0.28,0.196,0.112,0.336,0.176,0.336,0.138,0.112
289,5.557513814712619,8.255857246511138,6.924872177900558,5.988,8.006,6.458,0.898,0.576,0.524,0.09,0.262,0.192,0.112,0.334,0.202,0.346,0.152,0.116
290,5.570357014598721,8.261503991746702,7.087378687022452,5.78,8.14,6.55,0.896,0.644,0.552,0.09,0.272,0.202,0.112,0.312,0.216,0.342,0.176,0.104
291,5.569884126245425,8.191520669640921,6.965584148461063,5.838,8.104,6.616,0.902,0.64,0.51,0.09,0.278,0.194,0.112,0.316,0.206,0.342,0.148,0.108
292,5.523005346386109,8.169826961139266,6.892364330331849,5.872,8.034,6.488,0.91,0.588,0.536,0.09,0.27,0.192,0.112,0.298,0.182,0.338,0.138,0.112
293,5.538725787132397,8.265632033323072,6.789980144350579,5.93,8.11,6.426,0.92,0.61,0.476,0.09,0.276,0.17,0.112,0.32,0.196,0.338,0.136,0.08
294,5.518626220624601,8.16266416669826,6.827984166588005,5.79,8.01,6.424,0.906,0.584,0.55,0.09,0.266,0.186,0.112,0.33,0.186,0.342,0.164,0.108
295,5.596192393476577,8.200213297965472,6.94208448426558,5.784,8.144,6.722,0.91,0.612,0.51,0.09,0.256,0.148,0.112,0.322,0.18,0.35,0.158,0.118
296,5.506134563486818,8.201491876055497,6.860906179897058,5.808,8.01,6.354,0.902,0.62,0.5,0.09,0.272,0.2,0.112,0.316,0.176,0.346,0.156,0.104
297,5.575820945816495,8.206799998049155,6.814708593782555,5.76,8.118,6.516,0.918,0.58,0.514,0.09,0.28,0.178,0.112,0.332,0.218,0.344,0.13,0.102
298,5.549103382813464,8.259549166495864,7.046072570038751,5.826,8.05,6.322,0.906,0.564,0.544,0.09,0.268,0.178,0.112,0.324,0.176,0.34,0.146,0.098
299,5.559803882724155,8.1947961807898,7.176220464339886,5.912,8.12,6.802,0.886,0.614,0.5,0.09,0.264,0.218,0.112,0.336,0.198,0.34,0.148,0.106
300,5.542668737497555,8.256700814778268,7.0159212668409445,5.656,8.036,6.604,0.91,0.592,0.536,0.09,0.276,0.186,0.112,0.326,0.168,0.346,0.146,0.106
301,5.590635906194135,8.344622541944883,6.922730736643703,5.732,8.17,6.676,0.908,0.576,0.548,0.09,0.278,0.198,0.112,0.308,0.176,0.35,0.138,0.122
302,5.510727031289638,8.27625655744546,7.401692356472748,5.83,8.186,6.444,0.898,0.67,0.506,0.09,0.268,0.238,0.112,0.32,0.178,0.34,0.192,0.106
303,5.574112176120334,8.247659211753527,6.932844400492124,5.852,8.134,6.766,0.91,0.6,0.576,0.09,0.266,0.18,0.112,0.336,0.19,0.348,0.15,0.156
304,5.556667371941462,8.203696134301174,6.920826689575157,5.856,8.07,6.398,0.918,0.582,0.546,0.09,0.27,0.196,0.112,0.32,0.178,0.344,0.128,0.102
305,5.581357225008846,8.197432659696517,6.920768873173343,5.746,8.122,6.316,0.906,0.596,0.564,0.09,0.276,0.202,0.112,0.328,0.172,0.346,0.152,0.116
306,5.513259013513093,8.21311951190785,7.059732152040598,5.7,7.968,6.46,0.906,0.55,0.502,0.09,0.274,0.212,0.112,0.338,0.182,0.35,0.126,0.114
307,5.515352045184467,8.308991682281073,6.714914587714055,5.916,8.12,6.374,0.89,0.656,0.51,0.09,0.276,0.178,0.112,0.33,0.168,0.344,0.184,0.104
